Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
1991-92	CHI	12	Brent Sutter	C	F	29	72	192	R	-	11	6	10	1962	6/10/62	"18 G, 32 A, 50 P"
1991-92	NYI	21	Brent Sutter	C	F	29	72	192	R	-	11	6	10	1962	6/10/62	"4 G, 6 A, 10 P"
1992-93	CHI	12	Brent Sutter	C	F	30	72	192	R	-	12	6	10	1962	6/10/62	"20 G, 34 A, 54 P"
1993-94	CHI	12	Brent Sutter	C	F	31	72	192	R	-	13	6	10	1962	6/10/62	"9 G, 29 A, 38 P"
1994-95	CHI	12	Brent Sutter	C	F	32	72	192	R	-	14	6	10	1962	6/10/62	"7 G, 8 A, 15 P"
1995-96	CHI	12	Brent Sutter	C	F	33	72	192	R	-	15	6	10	1962	6/10/62	"13 G, 27 A, 40 P"
1996-97	CHI	12	Brent Sutter	C	F	34	72	192	R	-	16	6	10	1962	6/10/62	"7 G, 7 A, 14 P"
1997-98	CHI	12	Brent Sutter	RW	F	35	72	192	R	-	17	6	10	1962	6/10/62	"2 G, 6 A, 8 P"
1997-98	MTL	29	Brett Clark	D	D	21	72	194	L	-	0	12	23	1976	12/23/76	"1 G, 0 A, 1 P"
1998-99	MTL	29	Brett Clark	D	D	22	72	194	L	-	1	12	23	1976	12/23/76	"2 G, 2 A, 4 P"
1999-00	ATL	23	Brett Clark	D	D	23	72	194	L	-	2	12	23	1976	12/23/76	"0 G, 1 A, 1 P"
2000-01	ATL	23	Brett Clark	D	D	24	72	194	L	-	3	12	23	1976	12/23/76	"1 G, 2 A, 3 P"
2001-02	ATL	23	Brett Clark	D	D	25	72	194	L	-	4	12	23	1976	12/23/76	"0 G, 0 A, 0 P"
2003-04	COL	5	Brett Clark	D	D	27	72	194	L	-	5	12	23	1976	12/23/76	"1 G, 1 A, 2 P"
2005-06	COL	5	Brett Clark	D	D	29	72	194	L	-	6	12	23	1976	12/23/76	"9 G, 27 A, 36 P"
2006-07	COL	5	Brett Clark	D	D	30	72	194	L	-	7	12	23	1976	12/23/76	"10 G, 29 A, 39 P"
2007-08	COL	5	Brett Clark	D	D	31	72	194	L	-	8	12	23	1976	12/23/76	"5 G, 16 A, 21 P"
2008-09	COL	5	Brett Clark	D	D	32	72	194	L	-	9	12	23	1976	12/23/76	"2 G, 10 A, 12 P"
2009-10	COL	5	Brett Clark	D	D	33	72	194	L	-	10	12	23	1976	12/23/76	"3 G, 17 A, 20 P"
2010-11	TBL	7	Brett Clark	D	D	34	72	194	L	-	11	12	23	1976	12/23/76	"9 G, 22 A, 31 P"
2011-12	TBL	7	Brett Clark	D	D	35	72	194	L	-	12	12	23	1976	12/23/76	"2 G, 13 A, 15 P"
2012-13	MIN	5	Brett Clark	D	D	36	72	194	L	-	13	12	23	1976	12/23/76	"0 G, 1 A, 1 P"
2013-14	NYI	59	Brett Gallant	LW	F	25	72	190	L	-	0	12	28	1988	12/28/88	"0 G, 0 A, 0 P"
2003-04	CAR	56	Brett Lysak	C	F	23	72	190	L	-	0	12	30	1980	12/30/80	"0 G, 0 A, 0 P"
2008-09	CGY	42	Brett Sutter	LW	F	21	72	200	L	-	0	6	2	1987	6/2/87	"1 G, 0 A, 1 P"
2009-10	CGY	42	Brett Sutter	C	F	22	72	200	L	-	1	6	2	1987	6/2/87	"0 G, 0 A, 0 P"
2010-11	CAR	42	Brett Sutter	C	F	23	72	200	L	-	2	6	2	1987	6/2/87	"0 G, 0 A, 0 P"
2010-11	CGY	42	Brett Sutter	C	F	23	72	200	L	-	2	6	2	1987	6/2/87	"0 G, 1 A, 1 P"
2011-12	CAR	42	Brett Sutter	C	F	24	72	200	L	-	3	6	2	1987	6/2/87	"0 G, 3 A, 3 P"
2012-13	CAR	42	Brett Sutter	C	F	25	72	200	L	-	4	6	2	1987	6/2/87	"0 G, 0 A, 0 P"
2013-14	CAR	42	Brett Sutter	C	F	26	72	200	L	-	5	6	2	1987	6/2/87	"1 G, 1 A, 2 P"
2014-15	MIN	27	Brett Sutter	C	F	27	72	200	L	-	6	6	2	1987	6/2/87	"0 G, 3 A, 3 P"
1984-85	STL	18	Brian Benning	D	D	18	72	195	L	-	0	6	10	1966	6/10/66	"0 G, 2 A, 2 P"
1986-87	STL	2	Brian Benning	D	D	20	72	195	L	-	1	6	10	1966	6/10/66	"13 G, 36 A, 49 P"
1987-88	STL	2	Brian Benning	D	D	21	72	195	L	-	2	6	10	1966	6/10/66	"8 G, 29 A, 37 P"
1988-89	STL	2	Brian Benning	D	D	22	72	195	L	-	3	6	10	1966	6/10/66	"8 G, 26 A, 34 P"
1989-90	LAK	2	Brian Benning	D	D	23	72	195	L	-	4	6	10	1966	6/10/66	"5 G, 18 A, 23 P"
1989-90	STL	2	Brian Benning	D	D	23	72	195	L	-	4	6	10	1966	6/10/66	"1 G, 1 A, 2 P"
1990-91	LAK	2	Brian Benning	D	D	24	72	195	L	-	5	6	10	1966	6/10/66	"7 G, 24 A, 31 P"
1991-92	LAK	2	Brian Benning	D	D	25	72	195	L	-	6	6	10	1966	6/10/66	"2 G, 30 A, 32 P"
1991-92	PHI	19	Brian Benning	D	D	25	72	195	L	-	6	6	10	1966	6/10/66	"2 G, 12 A, 14 P"
1992-93	EDM	19	Brian Benning	D	D	26	72	195	L	-	7	6	10	1966	6/10/66	"1 G, 7 A, 8 P"
1992-93	PHI	19	Brian Benning	D	D	26	72	195	L	-	7	6	10	1966	6/10/66	"9 G, 17 A, 26 P"
1993-94	FLA	7	Brian Benning	D	D	27	72	195	L	-	8	6	10	1966	6/10/66	"6 G, 24 A, 30 P"
1994-95	FLA	7	Brian Benning	D	D	28	72	195	L	-	9	6	10	1966	6/10/66	"1 G, 7 A, 8 P"
1979-80	HAR	27	Brian Hill	RW	F	23	72	175	R	-	0	1	12	1957	1/12/57	"1 G, 1 A, 2 P"
1971-72	STL	16	Brian Lavender	LW	F	24	72	174	L	-	0	4	20	1947	4/20/47	"5 G, 11 A, 16 P"
1972-73	DET	11	Brian Lavender	LW	F	25	72	174	L	-	1	4	20	1947	4/20/47	"2 G, 2 A, 4 P"
1972-73	NYI	16	Brian Lavender	LW	F	25	72	174	L	-	1	4	20	1947	4/20/47	"6 G, 6 A, 12 P"
1973-74	DET	18	Brian Lavender	LW	F	26	72	174	L	-	2	4	20	1947	4/20/47	"0 G, 0 A, 0 P"
1974-75	CGS	8	Brian Lavender	LW	F	27	72	174	L	-	3	4	20	1947	4/20/47	"3 G, 7 A, 10 P"
1983-84	MNS	98	Brian Lawton	C	F	18	72	180	L	-	0	6	29	1965	6/29/65	"10 G, 21 A, 31 P"
1984-85	MNS	"8,98"	Brian Lawton	LW	F	19	72	180	L	-	1	6	29	1965	6/29/65	"5 G, 6 A, 11 P"
1985-86	MNS	8	Brian Lawton	LW	F	20	72	180	L	-	2	6	29	1965	6/29/65	"18 G, 17 A, 35 P"
1986-87	MNS	8	Brian Lawton	LW	F	21	72	180	L	-	3	6	29	1965	6/29/65	"21 G, 23 A, 44 P"
1987-88	MNS	11	Brian Lawton	C	F	22	72	180	L	-	4	6	29	1965	6/29/65	"17 G, 24 A, 41 P"
1988-89	HAR	7	Brian Lawton	LW	F	23	72	180	L	-	5	6	29	1965	6/29/65	"10 G, 16 A, 26 P"
1988-89	NYR	17	Brian Lawton	LW	F	23	72	180	L	-	5	6	29	1965	6/29/65	"7 G, 10 A, 17 P"
1989-90	HAR	7	Brian Lawton	LW	F	24	72	180	L	-	6	6	29	1965	6/29/65	"2 G, 1 A, 3 P"
1989-90	QUE	17	Brian Lawton	LW	F	24	72	180	L	-	6	6	29	1965	6/29/65	"5 G, 6 A, 11 P"
1989-90	BOS	29	Brian Lawton	LW	F	24	72	180	L	-	6	6	29	1965	6/29/65	"0 G, 0 A, 0 P"
1991-92	SJS	9	Brian Lawton	LW	F	26	72	180	L	-	7	6	29	1965	6/29/65	"15 G, 22 A, 37 P"
1992-93	SJS	9	Brian Lawton	LW	F	27	72	180	L	-	8	6	29	1965	6/29/65	"2 G, 8 A, 10 P"
1987-88	NYR	2	Brian Leetch	D	D	19	72	185	L	-	0	3	3	1968	3/3/68	"2 G, 12 A, 14 P"
1988-89	NYR	2	Brian Leetch	D	D	20	72	185	L	-	1	3	3	1968	3/3/68	"23 G, 48 A, 71 P"
1989-90	NYR	2	Brian Leetch	D	D	21	72	185	L	-	2	3	3	1968	3/3/68	"11 G, 45 A, 56 P"
1990-91	NYR	2	Brian Leetch	D	D	22	72	185	L	-	3	3	3	1968	3/3/68	"16 G, 72 A, 88 P"
1991-92	NYR	2	Brian Leetch	D	D	23	72	185	L	-	4	3	3	1968	3/3/68	"22 G, 80 A, 102 P"
1992-93	NYR	2	Brian Leetch	D	D	24	72	185	L	-	5	3	3	1968	3/3/68	"6 G, 30 A, 36 P"
1993-94	NYR	2	Brian Leetch	D	D	25	72	185	L	-	6	3	3	1968	3/3/68	"23 G, 56 A, 79 P"
1994-95	NYR	2	Brian Leetch	D	D	26	72	185	L	-	7	3	3	1968	3/3/68	"9 G, 32 A, 41 P"
1995-96	NYR	2	Brian Leetch	D	D	27	72	185	L	-	8	3	3	1968	3/3/68	"15 G, 70 A, 85 P"
1996-97	NYR	2	Brian Leetch	D	D	28	72	185	L	-	9	3	3	1968	3/3/68	"20 G, 58 A, 78 P"
1997-98	NYR	2	Brian Leetch	D	D	29	72	185	L	-	10	3	3	1968	3/3/68	"17 G, 33 A, 50 P"
1998-99	NYR	2	Brian Leetch	D	D	30	72	185	L	-	11	3	3	1968	3/3/68	"13 G, 42 A, 55 P"
1999-00	NYR	2	Brian Leetch	D	D	31	72	185	L	-	12	3	3	1968	3/3/68	"7 G, 19 A, 26 P"
2000-01	NYR	2	Brian Leetch	D	D	32	72	185	L	-	13	3	3	1968	3/3/68	"21 G, 58 A, 79 P"
2001-02	NYR	2	Brian Leetch	D	D	33	72	185	L	-	14	3	3	1968	3/3/68	"10 G, 45 A, 55 P"
2002-03	NYR	2	Brian Leetch	D	D	34	72	185	L	-	15	3	3	1968	3/3/68	"12 G, 18 A, 30 P"
2003-04	NYR	2	Brian Leetch	D	D	35	72	185	L	-	16	3	3	1968	3/3/68	"13 G, 23 A, 36 P"
2003-04	TOR	2	Brian Leetch	D	D	35	72	185	L	-	16	3	3	1968	3/3/68	"2 G, 13 A, 15 P"
2005-06	BOS	22	Brian Leetch	D	D	37	72	185	L	-	17	3	3	1968	3/3/68	"5 G, 27 A, 32 P"
1970-71	TOR	22	Brian Marchinko	C	F	22	72	180	R	-	0	8	2	1948	8/2/48	"0 G, 0 A, 0 P"
1971-72	TOR	22	Brian Marchinko	C	F	23	72	180	R	-	1	8	2	1948	8/2/48	"0 G, 0 A, 0 P"
1972-73	NYI	14	Brian Marchinko	C	F	24	72	180	R	-	2	8	2	1948	8/2/48	"2 G, 6 A, 8 P"
1973-74	NYI	14	Brian Marchinko	C	F	25	72	180	R	-	3	8	2	1948	8/2/48	"0 G, 0 A, 0 P"
2000-01	ATL	29	Brian Pothier	D	D	23	72	204	R	-	0	4	15	1977	4/15/77	"0 G, 0 A, 0 P"
2001-02	ATL	3	Brian Pothier	D	D	24	72	204	R	-	1	4	15	1977	4/15/77	"3 G, 6 A, 9 P"
2002-03	OTT	2	Brian Pothier	D	D	25	72	204	R	-	2	4	15	1977	4/15/77	"2 G, 4 A, 6 P"
2003-04	OTT	2	Brian Pothier	D	D	26	72	204	R	-	3	4	15	1977	4/15/77	"2 G, 6 A, 8 P"
2005-06	OTT	2	Brian Pothier	D	D	28	72	204	R	-	4	4	15	1977	4/15/77	"5 G, 30 A, 35 P"
2006-07	WSH	2	Brian Pothier	D	D	29	72	204	R	-	5	4	15	1977	4/15/77	"3 G, 25 A, 28 P"
2007-08	WSH	2	Brian Pothier	D	D	30	72	204	R	-	6	4	15	1977	4/15/77	"5 G, 9 A, 14 P"
2008-09	WSH	2	Brian Pothier	D	D	31	72	204	R	-	7	4	15	1977	4/15/77	"1 G, 2 A, 3 P"
2009-10	WSH	2	Brian Pothier	D	D	32	72	204	R	-	8	4	15	1977	4/15/77	"4 G, 7 A, 11 P"
2009-10	CAR	5	Brian Pothier	D	D	32	72	204	R	-	8	4	15	1977	4/15/77	"1 G, 3 A, 4 P"
1985-86	MTL	39	Brian Skrudland	C	F	22	72	195	L	-	0	7	31	1963	7/31/63	"9 G, 13 A, 22 P"
1986-87	MTL	39	Brian Skrudland	C	F	23	72	195	L	-	1	7	31	1963	7/31/63	"11 G, 17 A, 28 P"
1987-88	MTL	39	Brian Skrudland	C	F	24	72	195	L	-	2	7	31	1963	7/31/63	"12 G, 24 A, 36 P"
1988-89	MTL	39	Brian Skrudland	C	F	25	72	195	L	-	3	7	31	1963	7/31/63	"12 G, 29 A, 41 P"
1989-90	MTL	39	Brian Skrudland	C	F	26	72	195	L	-	4	7	31	1963	7/31/63	"11 G, 31 A, 42 P"
1990-91	MTL	39	Brian Skrudland	C	F	27	72	195	L	-	5	7	31	1963	7/31/63	"15 G, 19 A, 34 P"
1991-92	MTL	39	Brian Skrudland	C	F	28	72	195	L	-	6	7	31	1963	7/31/63	"3 G, 3 A, 6 P"
1992-93	CGY	39	Brian Skrudland	C	F	29	72	195	L	-	7	7	31	1963	7/31/63	"2 G, 4 A, 6 P"
1992-93	MTL	39	Brian Skrudland	C	F	29	72	195	L	-	7	7	31	1963	7/31/63	"5 G, 3 A, 8 P"
1993-94	FLA	20	Brian Skrudland	C	F	30	72	195	L	-	8	7	31	1963	7/31/63	"15 G, 25 A, 40 P"
1994-95	FLA	20	Brian Skrudland	C	F	31	72	195	L	-	9	7	31	1963	7/31/63	"5 G, 9 A, 14 P"
1995-96	FLA	20	Brian Skrudland	C	F	32	72	195	L	-	10	7	31	1963	7/31/63	"7 G, 20 A, 27 P"
1996-97	FLA	20	Brian Skrudland	C	F	33	72	195	L	-	11	7	31	1963	7/31/63	"5 G, 13 A, 18 P"
1997-98	DAL	10	Brian Skrudland	C	F	34	72	195	L	-	12	7	31	1963	7/31/63	"2 G, 0 A, 2 P"
1997-98	NYR	20	Brian Skrudland	C	F	34	72	195	L	-	12	7	31	1963	7/31/63	"5 G, 6 A, 11 P"
1998-99	DAL	10	Brian Skrudland	C	F	35	72	195	L	-	13	7	31	1963	7/31/63	"4 G, 1 A, 5 P"
1999-00	DAL	10	Brian Skrudland	C	F	36	72	195	L	-	14	7	31	1963	7/31/63	"1 G, 2 A, 3 P"
1957-58	DET	19	Brian Smith	LW	F	20	72	180	L	-	0	12	6	1937	12/6/37	"0 G, 1 A, 1 P"
1959-60	DET	16	Brian Smith	LW	F	22	72	180	L	-	1	12	6	1937	12/6/37	"2 G, 5 A, 7 P"
1960-61	DET	16	Brian Smith	W	F	23	72	180	L	-	2	12	6	1937	12/6/37	"0 G, 2 A, 2 P"
1975-76	DET	15	Brian Watts	LW	F	28	72	180	L	-	0	9	10	1947	9/10/47	"0 G, 0 A, 0 P"
2015-16	CAR	23	Brock McGinn	LW	F	21	72	185	L	-	0	2	2	1994	2/2/94	"3 G, 1 A, 4 P"
2016-17	CAR	23	Brock McGinn	LW	F	22	72	185	L	-	1	2	2	1994	2/2/94	"7 G, 9 A, 16 P"
2017-18	CAR	23	Brock McGinn	LW	F	23	72	185	L	-	2	2	2	1994	2/2/94	"7 G, 11 A, 18 P"
1974-75	STL	4	Bruce Affleck	D	D	20	72	205	L	-	0	5	5	1954	5/5/54	"0 G, 2 A, 2 P"
1975-76	STL	4	Bruce Affleck	D	D	21	72	205	L	-	1	5	5	1954	5/5/54	"4 G, 26 A, 30 P"
1976-77	STL	4	Bruce Affleck	D	D	22	72	205	L	-	2	5	5	1954	5/5/54	"5 G, 20 A, 25 P"
1977-78	STL	4	Bruce Affleck	D	D	23	72	205	L	-	3	5	5	1954	5/5/54	"4 G, 14 A, 18 P"
1978-79	STL	4	Bruce Affleck	D	D	24	72	205	L	-	4	5	5	1954	5/5/54	"1 G, 3 A, 4 P"
1979-80	VAN	26	Bruce Affleck	D	D	25	72	205	L	-	5	5	5	1954	5/5/54	"0 G, 1 A, 1 P"
1983-84	NYI	32	Bruce Affleck	D	D	29	72	205	L	-	6	5	5	1954	5/5/54	"0 G, 0 A, 0 P"
1981-82	BOS	32	Bruce Crowder	RW	F	24	72	180	R	-	0	3	25	1957	3/25/57	"16 G, 11 A, 27 P"
1982-83	BOS	32	Bruce Crowder	RW	F	25	72	180	R	-	1	3	25	1957	3/25/57	"21 G, 19 A, 40 P"
1983-84	BOS	32	Bruce Crowder	RW	F	26	72	180	R	-	2	3	25	1957	3/25/57	"6 G, 14 A, 20 P"
1984-85	PIT	28	Bruce Crowder	RW	F	27	72	180	R	-	3	3	25	1957	3/25/57	"4 G, 7 A, 11 P"
1983-84	NJD	32	Bruce Driver	D	D	21	72	185	L	-	0	4	29	1962	4/29/62	"0 G, 2 A, 2 P"
1984-85	NJD	23	Bruce Driver	D	D	22	72	185	L	-	1	4	29	1962	4/29/62	"9 G, 23 A, 32 P"
1985-86	NJD	23	Bruce Driver	D	D	23	72	185	L	-	2	4	29	1962	4/29/62	"3 G, 15 A, 18 P"
1986-87	NJD	23	Bruce Driver	D	D	24	72	185	L	-	3	4	29	1962	4/29/62	"6 G, 28 A, 34 P"
1987-88	NJD	23	Bruce Driver	D	D	25	72	185	L	-	4	4	29	1962	4/29/62	"15 G, 40 A, 55 P"
1988-89	NJD	23	Bruce Driver	D	D	26	72	185	L	-	5	4	29	1962	4/29/62	"1 G, 15 A, 16 P"
1989-90	NJD	23	Bruce Driver	D	D	27	72	185	L	-	6	4	29	1962	4/29/62	"7 G, 46 A, 53 P"
1990-91	NJD	23	Bruce Driver	D	D	28	72	185	L	-	7	4	29	1962	4/29/62	"9 G, 36 A, 45 P"
1991-92	NJD	23	Bruce Driver	D	D	29	72	185	L	-	8	4	29	1962	4/29/62	"7 G, 35 A, 42 P"
1992-93	NJD	23	Bruce Driver	D	D	30	72	185	L	-	9	4	29	1962	4/29/62	"14 G, 40 A, 54 P"
1993-94	NJD	23	Bruce Driver	D	D	31	72	185	L	-	10	4	29	1962	4/29/62	"8 G, 24 A, 32 P"
1994-95	NJD	23	Bruce Driver	D	D	32	72	185	L	-	11	4	29	1962	4/29/62	"4 G, 12 A, 16 P"
1995-96	NYR	33	Bruce Driver	D	D	33	72	185	L	-	12	4	29	1962	4/29/62	"3 G, 34 A, 37 P"
1996-97	NYR	33	Bruce Driver	D	D	34	72	185	L	-	13	4	29	1962	4/29/62	"5 G, 25 A, 30 P"
1997-98	NYR	33	Bruce Driver	D	D	35	72	185	L	-	14	4	29	1962	4/29/62	"5 G, 15 A, 20 P"
1984-85	VAN	"6,32"	Bruce Holloway	D	D	21	72	200	L	-	0	6	27	1963	6/27/63	"0 G, 0 A, 0 P"
1972-73	MNS	"25,26,27"	Bruce McIntosh	D	D	23	72	178	L	-	0	3	17	1949	3/17/49	"0 G, 0 A, 0 P"
1995-96	STL	29	Bruce Racine	G	G	29	72	170	-	L	0	8	9	1966	8/9/66	"0-3-0, 3.13 GAA"
1999-00	ATL	26	Bryan Adams	LW	F	22	72	185	L	-	0	3	20	1977	3/20/77	"0 G, 0 A, 0 P"
2000-01	ATL	26	Bryan Adams	LW	F	23	72	185	L	-	1	3	20	1977	3/20/77	"0 G, 1 A, 1 P"
1967-68	LAK	12	Bryan Campbell	C	F	23	72	173	L	-	0	3	27	1944	3/27/44	"6 G, 15 A, 21 P"
1968-69	LAK	"7,12"	Bryan Campbell	C	F	24	72	173	L	-	1	3	27	1944	3/27/44	"2 G, 1 A, 3 P"
1969-70	CHI	14	Bryan Campbell	C	F	25	72	173	L	-	2	3	27	1944	3/27/44	"1 G, 1 A, 2 P"
1969-70	LAK	"11,22"	Bryan Campbell	C	F	25	72	173	L	-	2	3	27	1944	3/27/44	"4 G, 4 A, 8 P"
1970-71	CHI	14	Bryan Campbell	C	F	26	72	173	L	-	3	3	27	1944	3/27/44	"17 G, 37 A, 54 P"
1971-72	CHI	14	Bryan Campbell	C	F	27	72	173	L	-	4	3	27	1944	3/27/44	"5 G, 13 A, 18 P"
1972-73	NYI	3	Bryan Lefley	D	D	24	72	195	L	-	0	10	18	1948	10/18/48	"3 G, 7 A, 10 P"
1973-74	NYI	3	Bryan Lefley	D	D	25	72	195	L	-	1	10	18	1948	10/18/48	"0 G, 0 A, 0 P"
1974-75	KCS	23	Bryan Lefley	D	D	26	72	195	L	-	2	10	18	1948	10/18/48	"0 G, 3 A, 3 P"
1976-77	CLR	2	Bryan Lefley	D	D	28	72	195	L	-	3	10	18	1948	10/18/48	"0 G, 6 A, 6 P"
1977-78	CLR	2	Bryan Lefley	D	D	29	72	195	L	-	4	10	18	1948	10/18/48	"4 G, 13 A, 17 P"
2015-16	WPG	18	Bryan Little	C	F	28	72	191	R	-	8	11	12	1987	11/12/87	"17 G, 25 A, 42 P"
2016-17	WPG	18	Bryan Little	C	F	29	72	191	R	-	9	11	12	1987	11/12/87	"21 G, 26 A, 47 P"
2017-18	WPG	18	Bryan Little	C	F	30	72	191	R	-	10	11	12	1987	11/12/87	"8 G, 19 A, 27 P"
2008-09	CAR	29	Bryan Rodney	D	D	24	72	204	R	-	0	4	22	1984	4/22/84	"0 G, 2 A, 2 P"
2009-10	CAR	33	Bryan Rodney	D	D	25	72	204	R	-	1	4	22	1984	4/22/84	"1 G, 10 A, 11 P"
2010-11	CAR	28	Bryan Rodney	D	D	26	72	204	R	-	2	4	22	1984	4/22/84	"0 G, 0 A, 0 P"
2011-12	EDM	19	Bryan Rodney	D	D	27	72	204	R	-	3	4	22	1984	4/22/84	"0 G, 0 A, 0 P"
2015-16	MTL	52	Bud Holloway	C	F	27	72	201	R	-	0	3	1	1988	3/1/88	"0 G, 0 A, 0 P"
1942-43	TOR		Bud Poile	RW	F	18	72	189	R	-	0	2	10	1924	2/10/24	"16 G, 19 A, 35 P"
1943-44	TOR		Bud Poile	RW	F	19	72	189	R	-	1	2	10	1924	2/10/24	"6 G, 8 A, 14 P"
1945-46	TOR		Bud Poile	RW	F	21	72	189	R	-	2	2	10	1924	2/10/24	"1 G, 8 A, 9 P"
1946-47	TOR		Bud Poile	RW	F	22	72	189	R	-	3	2	10	1924	2/10/24	"19 G, 17 A, 36 P"
1947-48	CHI		Bud Poile	RW	F	23	72	189	R	-	4	2	10	1924	2/10/24	"23 G, 29 A, 52 P"
1947-48	TOR		Bud Poile	RW	F	23	72	189	R	-	4	2	10	1924	2/10/24	"2 G, 0 A, 2 P"
1948-49	CHI		Bud Poile	RW	F	24	72	189	R	-	5	2	10	1924	2/10/24	"0 G, 0 A, 0 P"
1948-49	DET		Bud Poile	RW	F	24	72	189	R	-	5	2	10	1924	2/10/24	"21 G, 21 A, 42 P"
1949-50	BOS		Bud Poile	RW	F	25	72	189	R	-	6	2	10	1924	2/10/24	"16 G, 14 A, 30 P"
1949-50	NYR		Bud Poile	RW	F	25	72	189	R	-	6	2	10	1924	2/10/24	"3 G, 6 A, 9 P"
1970-71	MNS	26	Buster Harvey	RW	F	20	72	185	R	-	0	4	2	1950	4/2/50	"12 G, 8 A, 20 P"
1972-73	MNS	18	Buster Harvey	RW	F	22	72	185	R	-	1	4	2	1950	4/2/50	"21 G, 34 A, 55 P"
1973-74	MNS	18	Buster Harvey	RW	F	23	72	185	R	-	2	4	2	1950	4/2/50	"16 G, 17 A, 33 P"
1974-75	ATF	8	Buster Harvey	RW	F	24	72	185	R	-	3	4	2	1950	4/2/50	"17 G, 27 A, 44 P"
1975-76	ATF	8	Buster Harvey	RW	F	25	72	185	R	-	4	4	2	1950	4/2/50	"0 G, 0 A, 0 P"
1975-76	KCS	22	Buster Harvey	RW	F	25	72	185	R	-	4	4	2	1950	4/2/50	"5 G, 12 A, 17 P"
1975-76	DET	27	Buster Harvey	RW	F	25	72	185	R	-	4	4	2	1950	4/2/50	"8 G, 9 A, 17 P"
1976-77	DET	27	Buster Harvey	RW	F	26	72	185	R	-	5	4	2	1950	4/2/50	"11 G, 11 A, 22 P"
1939-40	DET		Butch McDonald	LW	F	23	72	185	L	-	0	11	21	1916	11/21/16	"1 G, 6 A, 7 P"
1944-45	CHI		Butch McDonald	LW	F	28	72	185	L	-	1	11	21	1916	11/21/16	"6 G, 13 A, 19 P"
1944-45	DET		Butch McDonald	LW	F	28	72	185	L	-	1	11	21	1916	11/21/16	"1 G, 1 A, 2 P"
2008-09	NSH	48	Cal O'Reilly	C	F	22	72	188	L	-	0	9	30	1986	9/30/86	"3 G, 2 A, 5 P"
2009-10	NSH	16	Cal O'Reilly	C	F	23	72	188	L	-	1	9	30	1986	9/30/86	"2 G, 9 A, 11 P"
2010-11	NSH	16	Cal O'Reilly	C	F	24	72	188	L	-	2	9	30	1986	9/30/86	"6 G, 12 A, 18 P"
2011-12	NSH	16	Cal O'Reilly	C	F	25	72	188	L	-	3	9	30	1986	9/30/86	"0 G, 1 A, 1 P"
2011-12	PIT	16	Cal O'Reilly	C	F	25	72	188	L	-	3	9	30	1986	9/30/86	"0 G, 1 A, 1 P"
2011-12	PHX	26	Cal O'Reilly	C	F	25	72	188	L	-	3	9	30	1986	9/30/86	"2 G, 3 A, 5 P"
2015-16	BUF	19	Cal O'Reilly	C	F	29	72	191	L	-	4	9	30	1986	9/30/86	"3 G, 4 A, 7 P"
2016-17	BUF	19	Cal O'Reilly	C	F	30	72	191	L	-	5	9	30	1986	9/30/86	"0 G, 1 A, 1 P"
2005-06	NJD	25	Cam Janssen	RW	F	21	72	215	R	-	0	4	15	1984	4/15/84	"0 G, 0 A, 0 P"
2006-07	NJD	25	Cam Janssen	RW	F	22	72	215	R	-	1	4	15	1984	4/15/84	"1 G, 0 A, 1 P"
2007-08	STL	55	Cam Janssen	RW	F	23	72	215	R	-	2	4	15	1984	4/15/84	"0 G, 1 A, 1 P"
2008-09	STL	55	Cam Janssen	RW	F	24	72	215	R	-	3	4	15	1984	4/15/84	"1 G, 3 A, 4 P"
2009-10	STL	55	Cam Janssen	RW	F	25	72	215	R	-	4	4	15	1984	4/15/84	"0 G, 0 A, 0 P"
2010-11	STL	55	Cam Janssen	RW	F	26	72	215	R	-	5	4	15	1984	4/15/84	"1 G, 3 A, 4 P"
2011-12	NJD	25	Cam Janssen	RW	F	27	72	215	R	-	6	4	15	1984	4/15/84	"0 G, 1 A, 1 P"
2012-13	NJD	25	Cam Janssen	RW	F	28	72	215	R	-	7	4	15	1984	4/15/84	"0 G, 0 A, 0 P"
2013-14	NJD	25	Cam Janssen	RW	F	29	72	215	R	-	8	4	15	1984	4/15/84	"3 G, 0 A, 3 P"
1997-98	BOS	10	Cameron Mann	RW	F	20	72	195	R	-	0	4	20	1977	4/20/77	"0 G, 1 A, 1 P"
1998-99	BOS	10	Cameron Mann	RW	F	21	72	195	R	-	1	4	20	1977	4/20/77	"5 G, 2 A, 7 P"
1999-00	BOS	10	Cameron Mann	RW	F	22	72	195	R	-	2	4	20	1977	4/20/77	"8 G, 4 A, 12 P"
2000-01	BOS	10	Cameron Mann	RW	F	23	72	195	R	-	3	4	20	1977	4/20/77	"1 G, 3 A, 4 P"
2002-03	NSH	28	Cameron Mann	RW	F	25	72	195	R	-	4	4	20	1977	4/20/77	"0 G, 0 A, 0 P"
2017-18	PIT	1	Casey DeSmith	G	G	26	72	181	-	L	0	8	13	1991	8/13/91	"1-2-0, 2.12 GAA"
2009-10	MIN	17	Casey Wellman	C	F	22	72	173	R	-	0	10	18	1987	10/18/87	"1 G, 3 A, 4 P"
2010-11	MIN	17	Casey Wellman	C	F	23	72	173	R	-	1	10	18	1987	10/18/87	"1 G, 1 A, 2 P"
